Latitude,Longitude,Soil Type,Temperature (°C),Humidity (%),Month,Recommended Crop
12.935,80.2408,Red,31.8,59,September,Sugarcane
12.8789,80.617,Arid,36.4,42,September,Rice
12.6703,80.1441,Saline,31.9,69,September,Rice
13.4742,80.0613,Alluvial,15.4,56,September,Maize
13.0473,80.0258,Peaty,25.4,89,September,Sugarcane
12.8113,80.6548,Peaty,20.1,84,September,Maize
12.8013,80.5535,Saline,27.6,30,September,Maize
13.5408,80.1031,Laterite,31.5,48,September,Vegetables
12.6653,79.9934,Arid,19.7,35,September,Millets
12.7246,79.8304,Forest,33.3,74,October,Pulses
13.3642,80.2946,Alluvial,33.5,59,October,Pulses
13.0143,80.2124,Red,37.2,50,October,Cotton
12.9616,80.738,Forest,24.2,44,October,Rice
13.2753,79.8455,Peaty,35.3,56,October,Pulses
13.512,80.0048,Arid,24.9,69,October,Fruits
13.5408,79.9197,Arid,17.6,47,October,Cotton
13.1569,79.9032,Arid,18.1,69,October,Sugarcane
12.9998,79.8783,Black,15.9,88,October,Millets
13.3895,80.1418,Peaty,22.7,65,October,Wheat
12.7987,80.448,Peaty,21.5,76,October,Wheat
12.6179,80.5387,Peaty,36.3,37,October,Pulses
13.2901,80.1193,Black,34.8,39,October,Millets
13.404,80.1614,Alluvial,22.9,53,October,Vegetables
12.9307,80.0377,Alluvial,38.4,56,October,Millets
13.4123,80.4614,Saline,31.3,80,October,Maize
13.0597,80.1341,Black,15.9,44,October,Sugarcane
12.789,80.2152,Laterite,37.0,74,October,Millets
13.5317,80.0351,Black,18.3,41,October,Cotton
13.1161,80.7215,Red,30.5,69,October,Millets
13.213,80.2602,Alluvial,19.6,62,October,Sugarcane
12.8418,80.1139,Forest,26.5,90,October,Wheat
12.7727,80.1749,Arid,29.0,74,October,Fruits
13.2892,80.4528,Alluvial,24.1,90,October,Fruits
12.8143,80.293,Black,32.0,30,October,Millets
13.1517,80.6639,Arid,30.8,56,November,Cotton
13.4758,80.4862,Arid,36.3,80,November,Cotton
13.4085,80.1775,Peaty,39.2,36,November,Rice
13.4204,80.5777,Forest,19.0,74,November,Pulses
13.0428,80.2821,Arid,16.1,46,November,Millets
13.3069,80.7572,Alluvial,16.6,56,November,Wheat
12.8824,80.3415,Saline,38.8,68,November,Pulses
13.0998,79.9489,Arid,36.8,84,November,Millets
12.7593,80.0531,Forest,39.6,87,November,Sugarcane
13.5052,79.9013,Arid,27.9,62,November,Cotton
13.1907,80.4939,Saline,33.1,40,November,Wheat
12.9488,80.449,Alluvial,34.3,57,November,Cotton
12.75,80.4647,Red,24.2,56,November,Fruits
13.1573,80.4304,Arid,35.8,74,November,Wheat
12.8237,80.3791,Black,35.7,65,November,Cotton
12.9863,80.491,Red,27.9,50,November,Maize
13.3195,80.4002,Alluvial,26.6,82,November,Sugarcane
13.1323,80.3713,Alluvial,39.8,39,November,Pulses
13.56,80.7363,Alluvial,39.1,77,November,Sugarcane
13.2762,80.2609,Arid,24.4,30,November,Fruits
13.0951,80.5589,Alluvial,23.8,70,November,Wheat
12.6653,79.8659,Laterite,29.8,68,November,Vegetables
13.2315,80.4577,Saline,32.0,42,November,Pulses
12.7495,80.3332,Black,23.8,75,November,Maize
13.4757,80.1248,Alluvial,16.8,36,November,Wheat
12.6782,79.8202,Red,28.8,31,December,Millets
13.0621,80.3986,Forest,23.0,35,December,Vegetables
13.0065,80.7605,Saline,18.1,35,December,Rice
12.6707,80.684,Black,37.3,62,December,Cotton
12.6042,80.5193,Red,25.8,87,December,Pulses
12.7058,80.3342,Saline,16.3,32,December,Cotton
12.6214,80.2143,Black,34.9,73,December,Cotton
13.0832,79.9675,Black,38.6,54,December,Sugarcane
12.9988,80.1685,Alluvial,27.2,53,December,Pulses
13.1801,80.4804,Saline,18.7,57,December,Fruits
12.6077,80.6956,Red,28.5,37,December,Millets
12.8481,80.7353,Red,18.6,57,December,Pulses
13.2655,80.6728,Forest,19.1,48,December,Wheat
13.2837,80.1149,Forest,37.5,56,December,Fruits
12.6869,80.3478,Laterite,18.4,59,December,Cotton
13.402,80.0986,Arid,21.0,82,December,Maize
13.248,79.9008,Alluvial,20.0,36,December,Wheat
12.9433,80.3678,Red,21.8,76,December,Pulses
12.8153,80.4784,Red,27.3,78,December,Wheat
13.2018,79.8958,Alluvial,32.0,89,December,Sugarcane
12.699,80.4353,Peaty,22.7,43,December,Maize
13.0751,80.2931,Red,19.4,46,December,Millets
12.9309,80.7239,Laterite,34.0,60,December,Sugarcane
12.7869,80.744,Red,25.0,80,December,Rice
12.946,80.6137,Black,18.2,80,December,Pulses
18.9797,72.4132,Forest,21.6,33,January,Pulses
18.8093,72.8104,Forest,16.0,66,January,Millets
18.9424,73.268,Saline,18.3,41,January,Maize
18.724,72.5119,Arid,32.6,80,January,Sugarcane
18.7019,72.3809,Saline,20.7,40,January,Fruits
19.5306,73.0091,Alluvial,20.1,85,January,Wheat
19.2122,72.7333,Forest,27.4,63,January,Rice
18.6972,72.4366,Saline,30.9,54,January,Pulses
18.6156,72.5273,Black,38.1,35,January,Rice
18.9241,72.9884,Black,32.4,34,January,Millets
19.5368,72.7323,Red,23.9,88,January,Rice
18.8434,72.8757,Alluvial,33.9,66,January,Pulses
19.4164,72.8653,Laterite,25.5,72,January,Vegetables
19.4693,72.5536,Alluvial,31.6,83,January,Sugarcane
19.2448,73.0189,Forest,30.3,52,January,Vegetables
19.012,72.6378,Peaty,20.7,48,January,Wheat
18.9369,72.401,Black,15.5,56,January,Cotton
19.4959,73.3523,Saline,15.2,63,January,Fruits
19.461,72.8663,Laterite,19.3,52,January,Wheat
19.5398,72.6275,Black,32.5,55,January,Fruits
18.6167,73.2381,Black,30.9,30,January,Millets
18.6776,72.7805,Forest,39.9,33,January,Fruits
18.7678,72.9082,Forest,37.3,74,January,Wheat
19.0607,73.0442,Red,25.4,63,January,Vegetables
19.2824,73.2878,Forest,32.4,35,January,Millets
19.0481,73.0268,Alluvial,33.9,84,February,Sugarcane
18.7795,73.2553,Saline,17.8,56,February,Pulses
19.3254,73.1276,Alluvial,23.6,40,February,Wheat
18.8717,73.1709,Forest,26.1,33,February,Maize
18.8887,72.8443,Forest,21.2,54,February,Vegetables
19.3747,72.5843,Forest,32.3,45,February,Fruits
18.5963,73.3236,Saline,16.8,63,February,Sugarcane
18.661,72.73,Black,27.5,83,February,Rice
19.5327,72.4597,Laterite,32.2,51,February,Vegetables
18.9677,72.8501,Arid,22.3,57,February,Wheat
19.2085,72.6759,Peaty,33.5,89,February,Sugarcane
19.4194,73.1843,Alluvial,37.6,87,February,Sugarcane
18.8256,72.4887,Peaty,28.9,59,February,Millets
19.076,73.2352,Saline,39.7,61,February,Rice
19.4244,73.2458,Alluvial,24.2,88,February,Wheat
18.7109,72.9064,Forest,32.3,89,February,Cotton
19.0228,72.9844,Black,22.9,66,February,Sugarcane
19.3651,72.616,Laterite,23.7,80,February,Maize
18.7975,72.6189,Saline,23.3,36,February,Sugarcane
19.4023,72.7001,Forest,37.6,57,February,Maize
18.6452,72.7852,Laterite,25.3,72,February,Wheat
19.2001,72.8867,Alluvial,19.5,88,February,Wheat
18.7992,73.2844,Peaty,36.9,75,February,Sugarcane
19.2255,73.3493,Saline,25.1,63,February,Pulses
19.5397,73.2155,Saline,33.7,56,February,Sugarcane
19.3087,72.8671,Red,22.8,56,March,Cotton
18.5914,73.0441,Laterite,29.2,90,March,Fruits
19.503,72.9551,Arid,31.2,88,March,Millets
19.4162,73.1449,Arid,34.6,80,March,Cotton
19.2969,72.9367,Alluvial,35.9,69,March,Pulses
18.6659,73.0179,Forest,23.6,64,March,Cotton
18.9098,72.534,Black,37.7,40,March,Millets
18.5985,72.964,Laterite,30.6,63,March,Sugarcane
18.9792,72.712,Laterite,17.0,64,March,Maize
19.3361,73.1448,Alluvial,35.9,44,March,Cotton
19.1622,72.7233,Peaty,19.8,52,March,Sugarcane
19.1866,73.0195,Saline,39.6,60,March,Vegetables
18.9963,73.3598,Red,38.7,57,March,Maize
18.781,72.6756,Forest,31.2,84,March,Wheat
18.8664,72.6531,Black,19.2,81,March,Pulses
18.7213,73.1637,Alluvial,21.3,53,March,Wheat
18.9591,72.7166,Forest,21.2,80,March,Rice
19.1426,73.1163,Forest,27.7,75,March,Sugarcane
19.0643,73.0402,Forest,35.0,45,March,Vegetables
19.4145,73.0018,Black,17.1,85,March,Sugarcane
18.7041,72.8824,Peaty,27.3,61,March,Pulses
18.8043,73.3182,Laterite,15.7,79,March,Cotton
19.0062,73.0722,Forest,21.7,58,March,Sugarcane
19.1833,72.629,Forest,30.2,68,March,Sugarcane
19.0473,72.5603,Alluvial,17.1,48,March,Wheat
19.023,73.0153,Black,17.3,30,April,Millets
19.2907,72.844,Black,18.2,81,April,Rice
19.511,72.561,Peaty,38.5,84,April,Sugarcane
18.614,72.3851,Black,30.8,74,April,Cotton
19.0547,73.0242,Peaty,26.1,39,April,Vegetables
19.3281,72.626,Alluvial,17.4,41,April,Millets
19.1221,73.1781,Black,34.0,59,April,Millets
19.0385,72.5494,Black,20.1,45,April,Millets
19.0815,72.5889,Forest,31.0,46,April,Vegetables
18.9083,72.9843,Alluvial,15.2,75,April,Maize
18.6492,72.6416,Laterite,37.5,84,April,Vegetables
19.0912,72.9713,Arid,31.4,69,April,Wheat
18.6118,73.2135,Red,31.9,74,April,Vegetables
19.3719,73.2946,Peaty,38.1,59,April,Pulses
19.4347,72.8529,Red,31.7,39,April,Millets
19.1189,73.3222,Red,38.4,52,April,Vegetables
18.9231,72.8759,Forest,36.1,40,April,Cotton
18.6988,72.599,Arid,16.4,90,April,Rice
19.3684,73.1445,Black,25.1,39,April,Millets
19.1869,72.9797,Arid,29.1,76,April,Wheat
19.3504,73.0414,Peaty,19.3,38,April,Fruits
18.7761,72.609,Arid,28.6,38,April,Vegetables
18.6665,72.6385,Laterite,30.9,32,April,Maize
19.1696,72.5362,Peaty,27.2,84,April,Sugarcane
18.7971,73.1384,Alluvial,21.3,56,April,Cotton
19.3212,73.3412,Saline,36.0,81,May,Vegetables
19.5061,72.5535,Black,23.0,90,May,Fruits
19.0524,72.9706,Red,36.6,87,May,Cotton
19.1295,72.919,Saline,24.8,48,May,Wheat
18.9392,72.8955,Alluvial,23.4,76,May,Cotton
18.7547,72.9306,Peaty,25.2,41,May,Wheat
19.2521,72.6329,Saline,37.6,90,May,Maize
18.6641,72.649,Laterite,24.4,85,May,Rice
18.6923,72.6724,Forest,26.4,51,May,Fruits
18.8427,73.1578,Laterite,26.0,47,May,Maize
19.3534,72.9948,Black,21.8,77,May,Rice
19.1902,73.2461,Laterite,33.1,50,May,Vegetables
19.4161,73.1229,Saline,24.2,34,May,Cotton
19.0055,73.3721,Forest,20.7,46,May,Cotton
19.5703,72.5845,Arid,36.5,85,May,Cotton
19.0027,72.8465,Saline,34.4,37,May,Maize
19.1006,73.3398,Forest,29.7,31,May,Wheat
18.8479,73.1837,Arid,36.0,33,May,Wheat
19.2745,72.5004,Black,35.4,75,May,Cotton
18.8396,73.1886,Arid,28.4,52,May,Vegetables
19.1658,72.9599,Saline,26.1,43,May,Maize
19.5172,72.6326,Arid,17.4,61,May,Pulses
19.286,73.2933,Peaty,38.4,64,May,Vegetables
19.1947,72.3979,Red,36.4,32,May,Pulses
19.1688,72.543,Alluvial,22.0,55,May,Cotton
19.5109,72.5687,Forest,32.2,31,June,Sugarcane
19.0109,72.5569,Alluvial,16.9,58,June,Millets
19.0674,73.1113,Arid,39.8,83,June,Rice
19.4001,73.0734,Alluvial,32.6,84,June,Rice
19.4468,72.7112,Laterite,29.6,54,June,Pulses
19.4856,73.3658,Laterite,32.7,87,June,Wheat
19.3094,72.7663,Peaty,30.3,71,June,Sugarcane
19.293,72.4914,Forest,16.5,90,June,Fruits
19.5436,73.2825,Peaty,28.8,42,June,Rice
18.8474,72.5426,Red,29.0,33,June,Millets
18.9786,72.6849,Red,30.3,39,June,Millets
19.0748,72.5034,Red,34.1,74,June,Maize
19.5576,72.5186,Peaty,20.4,63,June,Fruits
19.4437,72.7602,Arid,18.6,35,June,Millets
18.6127,72.5241,Alluvial,32.0,35,June,Vegetables
19.3783,73.3505,Arid,26.6,82,June,Millets
18.7627,72.6489,Laterite,37.2,76,June,Cotton
19.1719,73.2622,Forest,18.5,35,June,Wheat
19.0746,73.1406,Laterite,27.3,51,June,Rice
18.7505,73.2851,Red,17.9,81,June,Maize
19.192,73.1694,Alluvial,32.6,90,June,Rice
19.0363,73.237,Peaty,19.5,39,June,Vegetables
19.023,73.1462,Arid,31.4,41,June,Wheat
19.5679,72.885,Black,21.1,38,June,Millets
18.6159,72.6359,Saline,34.8,76,June,Sugarcane
19.429,72.867,Black,29.0,59,July,Maize
18.8141,73.1901,Alluvial,17.4,57,July,Fruits
18.8984,72.5096,Peaty,30.5,31,July,Millets
19.0781,73.0031,Alluvial,16.8,43,July,Rice
18.6444,72.5913,Black,36.7,75,July,Cotton
18.7864,72.6835,Peaty,26.4,36,July,Fruits
18.9576,73.3192,Peaty,39.2,84,July,Sugarcane
19.4634,73.1183,Alluvial,23.3,79,July,Rice
19.0778,73.1255,Arid,25.9,52,July,Vegetables
18.794,72.4054,Laterite,37.8,56,July,Sugarcane
19.3107,72.8364,Saline,22.2,67,July,Vegetables
18.6539,73.2137,Saline,20.8,66,July,Fruits
18.8876,73.0567,Red,22.0,30,July,Millets
19.533,72.8501,Forest,22.6,38,July,Sugarcane
19.4299,72.8953,Red,37.3,89,July,Cotton
19.4255,72.79,Laterite,36.1,64,July,Millets
18.6441,73.0683,Laterite,35.4,63,July,Sugarcane
19.4362,72.4033,Red,23.6,90,July,Sugarcane
19.0056,72.888,Alluvial,17.3,33,July,Wheat
19.0052,73.2043,Red,17.3,33,July,Sugarcane
18.9682,73.1336,Saline,16.7,63,July,Pulses
19.184,72.9879,Laterite,20.6,50,July,Cotton
19.2509,73.2334,Laterite,28.7,72,July,Cotton
19.1386,73.2734,Arid,29.5,67,July,Vegetables
18.6339,72.8897,Alluvial,35.1,31,July,Rice
19.1882,72.9457,Forest,37.7,50,August,Millets
19.4372,73.1528,Black,15.1,38,August,Pulses
19.2575,72.9159,Laterite,31.9,77,August,Millets
19.1267,72.5426,Peaty,30.7,33,August,Wheat
18.9388,72.8826,Forest,18.0,53,August,Rice
19.3294,72.533,Alluvial,16.0,57,August,Cotton
18.8336,72.7726,Laterite,31.1,72,August,Wheat
18.9815,73.353,Forest,33.4,64,August,Fruits
19.0689,73.2278,Peaty,35.7,75,August,Sugarcane
19.573,72.6002,Peaty,32.5,60,August,Maize
19.0904,73.1677,Red,21.5,46,August,Millets
18.8947,72.4444,Alluvial,37.1,48,August,Maize
18.7296,72.7435,Forest,39.1,71,August,Maize
18.9239,72.3949,Red,21.5,88,August,Vegetables
19.1753,73.2658,Red,23.8,48,August,Millets
19.4911,72.7505,Forest,30.2,80,August,Rice
18.9513,72.966,Black,31.5,88,August,Cotton
19.2408,73.0726,Arid,33.0,30,August,Rice
19.2999,72.6,Black,33.1,61,August,Cotton
18.9508,72.8946,Forest,33.5,51,August,Rice
19.3617,73.3205,Forest,39.6,46,August,Millets
19.1396,72.6652,Saline,31.0,65,August,Pulses
19.3629,72.7434,Peaty,20.3,65,August,Fruits
18.7711,72.569,Saline,20.6,40,August,Pulses
19.0125,72.6777,Red,27.7,68,August,Sugarcane
18.7981,72.9213,Arid,39.2,63,September,Cotton
18.6529,73.1312,Saline,22.0,46,September,Rice
18.6889,73.3399,Red,23.5,72,September,Cotton
18.6832,73.2439,Peaty,18.8,79,September,Vegetables
18.6712,72.9258,Arid,26.4,88,September,Cotton
19.5712,72.6976,Red,18.7,52,September,Vegetables
19.0344,72.5306,Alluvial,29.4,50,September,Rice
18.9141,72.5293,Red,35.8,37,September,Vegetables
19.2063,72.4881,Laterite,34.1,62,September,Vegetables
19.1012,72.6149,Arid,28.1,64,September,Fruits
19.0028,72.5082,Red,32.7,62,September,Pulses
19.2793,72.8087,Laterite,23.7,31,September,Rice
19.1713,73.1531,Saline,33.3,65,September,Pulses
19.5154,72.9722,Laterite,35.2,65,September,Sugarcane
19.1256,72.7441,Forest,32.8,77,September,Sugarcane
19.4299,72.8155,Laterite,26.4,83,September,Vegetables
19.4099,72.8603,Alluvial,35.8,57,September,Cotton
18.8383,72.9285,Arid,17.9,87,September,Maize
19.0932,73.1762,Black,28.2,78,September,Cotton
19.168,72.8018,Peaty,36.0,77,September,Sugarcane
18.835,72.9651,Arid,29.0,70,September,Rice
18.9415,72.5138,Black,16.0,79,September,Fruits
19.0344,73.0607,Peaty,38.6,75,September,Sugarcane
19.2767,73.0179,Arid,32.5,57,September,Vegetables
19.2399,73.0806,Black,36.6,47,September,Cotton
18.7992,72.7966,Black,26.0,86,October,Fruits
19.3818,72.3863,Laterite,35.9,87,October,Cotton
18.9575,72.5729,Black,27.4,83,October,Cotton
18.7101,72.402,Laterite,28.2,58,October,Maize
18.766,73.0141,Peaty,19.6,32,October,Wheat
19.5144,72.7373,Forest,21.3,34,October,Pulses
19.4739,72.9329,Red,28.8,43,October,Millets
18.598,72.4694,Black,24.3,30,October,Millets
19.5223,73.2401,Laterite,16.9,69,October,Millets
18.8901,72.7679,Forest,36.5,38,October,Wheat
18.8869,72.6351,Forest,20.9,54,October,Fruits
19.1538,73.0311,Forest,21.1,60,October,Cotton
18.5834,73.2539,Saline,19.0,73,October,Fruits
19.5547,72.7183,Laterite,34.6,65,October,Rice
19.5415,73.2055,Black,29.7,51,October,Vegetables
18.6095,72.6933,Saline,29.4,64,October,Maize
19.1515,73.0757,Black,18.0,37,October,Pulses
18.7655,72.3956,Peaty,38.9,65,October,Pulses
19.3759,73.3049,Alluvial,33.6,48,October,Wheat
19.3007,72.4249,Laterite,20.2,58,October,Cotton
18.5991,72.8024,Forest,25.9,58,October,Wheat
18.9973,72.9514,Laterite,29.1,40,October,Sugarcane
18.9308,72.6733,Black,17.6,66,October,Pulses
19.069,72.4019,Arid,35.2,45,October,Rice
18.7161,72.6648,Arid,33.6,59,October,Maize
18.604,72.9641,Alluvial,31.6,53,November,Cotton
19.2442,73.3039,Forest,35.3,41,November,Maize
18.649,72.9663,Laterite,15.8,76,November,Pulses
18.8825,73.0008,Saline,25.8,48,November,Cotton
19.0479,72.9777,Red,32.2,48,November,Millets
19.1552,72.7843,Red,23.9,51,November,Maize
18.9139,73.264,Red,35.6,73,November,Vegetables
18.7453,72.8129,Peaty,32.4,32,November,Vegetables
19.1366,73.0645,Red,33.7,77,November,Sugarcane
19.217,72.6851,Forest,27.6,68,November,Rice
18.654,73.2657,Arid,37.9,52,November,Sugarcane
19.3175,72.6466,Peaty,16.3,56,November,Sugarcane
19.4298,72.8703,Laterite,22.8,43,November,Maize
18.5987,73.323,Saline,30.0,77,November,Rice
19.0355,72.6934,Black,17.1,33,November,Vegetables
19.3431,73.3419,Alluvial,25.7,89,November,Sugarcane
18.9931,72.6739,Forest,15.6,56,November,Cotton
19.296,72.7952,Black,29.8,87,November,Sugarcane
18.8193,73.2621,Arid,25.6,68,November,Cotton
18.9276,73.0744,Black,31.5,63,November,Cotton
19.0801,72.9823,Forest,35.6,79,November,Sugarcane
19.2792,72.7971,Black,26.0,71,November,Rice
18.6451,72.7293,Black,29.4,61,November,Vegetables
19.3599,73.3593,Red,25.3,50,November,Cotton
18.7184,72.958,Forest,26.2,89,November,Millets
19.4911,72.7162,Red,18.1,68,December,Vegetables
18.7714,72.6374,Laterite,35.0,63,December,Maize
19.4906,72.4161,Forest,25.2,76,December,Millets
18.7275,73.323,Alluvial,24.2,51,December,Wheat
18.8103,73.2454,Saline,24.1,63,December,Pulses
19.5438,72.6461,Forest,20.7,47,December,Vegetables
19.178,72.9996,Alluvial,31.1,51,December,Cotton
19.0514,72.5945,Laterite,22.7,62,December,Maize
18.8918,72.3803,Forest,38.4,75,December,Fruits
19.164,72.8406,Alluvial,39.1,69,December,Cotton
19.294,72.7577,Forest,38.2,86,December,Vegetables
18.8695,72.3884,Arid,16.6,76,December,Sugarcane
18.8517,72.9459,Black,15.3,53,December,Wheat
19.4286,72.7028,Black,28.5,85,December,Fruits
19.5056,72.8542,Laterite,27.5,85,December,Millets
18.731,73.2787,Alluvial,30.8,77,December,Sugarcane
18.8096,72.7585,Arid,38.5,67,December,Wheat
19.4444,72.9593,Red,20.0,37,December,Millets
18.8797,72.9494,Red,24.8,84,December,Millets
18.9459,72.6315,Arid,29.2,70,December,Rice
19.0557,72.7131,Red,21.9,57,December,Wheat
19.0377,73.2051,Saline,31.0,46,December,Vegetables
18.9749,72.5056,Alluvial,26.1,39,December,Sugarcane
18.6584,72.6636,Arid,19.6,86,December,Maize
19.3314,72.5568,Saline,31.4,73,December,Cotton
23.3187,87.9628,Peaty,30.2,85,January,Sugarcane
22.7897,88.0376,Alluvial,22.4,52,January,Wheat
22.9488,87.7259,Saline,29.9,63,January,Fruits
22.5858,87.7126,Laterite,16.6,45,January,Sugarcane
22.8989,88.1229,Red,37.2,60,January,Cotton
22.5077,87.8107,Black,37.3,79,January,Cotton
23.4078,88.0776,Arid,17.3,80,January,Maize
23.3416,88.3508,Black,39.3,38,January,Cotton
22.6697,88.2277,Arid,21.7,80,January,Sugarcane
22.6236,87.9838,Forest,37.6,53,January,Pulses
23.0046,88.2735,Black,15.4,80,January,Millets
23.2659,88.1487,Saline,38.3,40,January,Sugarcane
22.9427,87.5403,Black,20.9,32,January,Millets
22.5162,87.711,Forest,16.1,38,January,Cotton
23.2723,87.8111,Peaty,20.5,72,January,Pulses
23.2796,87.6913,Peaty,35.5,54,January,Wheat
22.8753,87.6241,Black,37.5,81,January,Cotton
23.1199,88.1367,Red,32.1,44,January,Millets
22.5053,87.6909,Forest,25.1,69,January,Pulses
22.5302,88.0242,Alluvial,16.9,79,January,Wheat
22.5722,88.0512,Alluvial,24.8,83,January,Wheat
23.0035,88.244,Arid,24.8,72,January,Vegetables
23.4102,87.8313,Saline,19.7,36,January,Maize
23.1625,87.3731,Black,21.7,67,January,Wheat
22.5557,87.9942,Saline,17.2,46,January,Maize
22.9273,87.5417,Forest,27.3,76,February,Cotton
23.3595,87.6079,Black,32.3,62,February,Cotton
23.2496,87.7262,Peaty,26.6,33,February,Millets
22.5937,87.4874,Arid,16.6,61,February,Fruits
22.7349,87.9716,Laterite,25.4,55,February,Sugarcane
23.4771,88.0678,Arid,25.5,33,February,Cotton
23.4456,87.6218,Laterite,29.1,89,February,Pulses
22.9822,88.3177,Arid,17.5,52,February,Vegetables
23.0329,87.8396,Alluvial,26.1,74,February,Sugarcane
22.5409,88.1133,Forest,25.1,90,February,Sugarcane
23.402,87.5244,Saline,21.1,78,February,Vegetables
23.4653,88.1335,Laterite,35.7,48,February,Vegetables
22.9457,87.5924,Arid,31.5,34,February,Millets
22.7651,88.1538,Arid,20.7,86,February,Fruits
22.7898,88.1333,Saline,17.5,81,February,Millets
22.7282,88.2685,Arid,29.7,73,February,Rice
23.0452,87.6604,Laterite,17.5,55,February,Sugarcane
23.2957,87.6776,Laterite,27.8,55,February,Cotton
23.3433,87.8177,Forest,15.2,45,February,Sugarcane
22.9203,87.6688,Alluvial,15.4,44,February,Wheat
22.5234,87.8974,Saline,24.6,76,February,Vegetables
22.7466,88.0818,Saline,26.4,82,February,Fruits
23.3503,87.5797,Black,34.7,44,February,Millets
22.5928,87.4073,Saline,38.3,83,February,Sugarcane
23.1085,88.1434,Red,21.3,87,February,Maize
22.8067,88.247,Laterite,31.8,67,March,Wheat
23.1874,87.8165,Saline,38.0,50,March,Maize
22.7042,87.5345,Red,28.7,68,March,Sugarcane
22.8478,88.2729,Forest,26.6,68,March,Fruits
23.4241,88.2543,Black,37.9,72,March,Cotton
23.3803,87.9344,Laterite,26.9,61,March,Rice
22.8209,87.7109,Forest,33.0,42,March,Vegetables
22.8131,88.1844,Peaty,28.0,69,March,Fruits
23.1259,88.1625,Peaty,32.0,58,March,Rice
22.589,88.1223,Peaty,25.2,54,March,Millets
23.0497,87.9658,Peaty,26.7,41,March,Maize
22.5479,88.2465,Saline,31.7,64,March,Wheat
23.2341,88.2114,Arid,29.9,35,March,Wheat
23.0536,88.1046,Red,18.7,47,March,Millets
22.5989,87.7235,Red,28.2,35,March,Millets
22.935,87.9562,Laterite,30.4,48,March,Maize
23.3889,88.0936,Black,23.5,45,March,Millets
22.4952,87.6605,Peaty,33.5,31,March,Wheat
22.769,88.0937,Arid,21.9,37,March,Millets
22.6123,87.9425,Red,26.9,45,March,Millets
23.2775,88.1732,Alluvial,39.2,75,March,Sugarcane
22.6377,87.6583,Alluvial,16.0,50,March,Wheat
23.0407,87.9178,Red,26.5,78,March,Rice
23.2116,87.6753,Arid,18.8,72,March,Vegetables
23.2102,88.1387,Black,26.6,43,March,Millets
23.1171,87.7474,Forest,17.9,51,April,Pulses
23.2006,87.6983,Red,18.9,63,April,Pulses
23.4773,88.2933,Arid,34.9,32,April,Wheat
23.2564,87.7887,Laterite,36.7,88,April,Cotton
22.881,87.9368,Red,22.0,73,April,Millets
22.8322,87.8171,Forest,19.1,47,April,Fruits
23.0262,87.9543,Peaty,34.8,82,April,Sugarcane
23.0753,88.304,Arid,27.6,48,April,Rice
23.3898,87.6308,Saline,38.2,58,April,Millets
23.2218,87.9187,Peaty,20.3,63,April,Wheat
22.7722,87.4249,Alluvial,29.2,66,April,Vegetables
22.7659,87.5376,Black,16.4,45,April,Pulses
23.3009,87.9664,Alluvial,39.4,66,April,Cotton
22.8841,88.2964,Red,37.9,58,April,Wheat
22.74,87.4028,Black,31.0,33,April,Millets
23.037,88.0187,Black,18.4,49,April,Wheat
23.1292,87.3629,Black,33.2,57,April,Sugarcane
23.1445,87.7444,Arid,22.7,51,April,Vegetables
22.6033,87.8566,Red,32.2,57,April,Sugarcane
22.6645,87.7845,Black,36.1,44,April,Vegetables
23.2033,87.6037,Saline,34.1,52,April,Cotton
22.7369,88.0149,Forest,17.8,78,April,Sugarcane
23.0521,87.671,Saline,30.6,62,April,Maize
22.9863,87.4087,Saline,39.0,49,April,Wheat
23.3516,87.5849,Black,15.8,84,April,Maize
22.7803,87.8949,Saline,15.3,83,May,Vegetables
22.5701,88.1442,Laterite,15.9,86,May,Rice
23.2363,87.6176,Peaty,22.8,54,May,Cotton
22.6031,87.5517,Arid,22.7,80,May,Pulses
23.1693,87.7006,Saline,32.7,78,May,Maize
22.6842,87.6001,Arid,21.9,45,May,Rice
22.9768,88.3288,Forest,32.2,32,May,Fruits
22.6163,87.8397,Black,34.1,65,May,Cotton
22.8246,87.6856,Peaty,23.7,46,May,Fruits
23.2461,87.7891,Peaty,32.3,83,May,Sugarcane
23.0536,88.1147,Red,20.2,41,May,Millets
23.4356,87.7909,Arid,16.0,43,May,Cotton
23.0095,87.5065,Black,36.2,56,May,Wheat
22.8845,87.5745,Laterite,18.0,50,May,Rice
23.1009,87.3929,Red,30.3,51,May,Cotton
22.6459,88.3254,Forest,39.5,45,May,Sugarcane
22.7563,87.8662,Peaty,23.5,46,May,Sugarcane
22.6258,88.3232,Black,37.3,77,May,Cotton
22.7639,87.5732,Peaty,22.6,77,May,Millets
22.9414,87.4694,Forest,29.9,57,May,Wheat
22.7255,87.8047,Black,26.3,41,May,Millets
22.7398,88.0026,Red,20.1,59,May,Rice
23.2342,87.3757,Alluvial,20.7,55,May,Millets
22.7204,87.6246,Red,33.7,63,May,Vegetables
22.68,88.0925,Black,36.4,79,May,Cotton
23.298,87.4587,Red,31.2,64,June,Vegetables
23.0568,88.2606,Laterite,39.2,52,June,Sugarcane
23.0932,87.5134,Arid,23.9,49,June,Fruits
22.9228,87.6941,Laterite,32.2,69,June,Sugarcane
22.5275,87.851,Alluvial,27.1,52,June,Vegetables
22.5423,87.3626,Peaty,17.2,36,June,Maize
